Image,Caption
https://image.tmdb.org/t/p/original/meRIRfADEGVo65xgPO6eZvJ0CRG.jpg,"""The image features a poster for the movie """"Texas Chainsaw Massacre"""". The poster has a dark background with a silhouette of a person in the center, surrounded by sunflowers. The sunflowers are the main design elements, and the silhouette of the person is the focal point. The poster also includes the title of the movie in bold red letters at the bottom."""
https://image.tmdb.org/t/p/original/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,"""The image is a movie poster for the film """"Red Notice"""" featuring three main actors: a bald man in a brown suit, a woman in a red dress, and a man in a white suit. The background is a dark red color, which contrasts with the main characters' outfits. The title of the movie, """"Red Notice,"""" is prominently displayed in large, bold, gold letters at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,"""The image is a movie poster for the film """"Resident Evil: Welcome to Raccoon City"""". The main design elements include a group of people, a forest backdrop, and the title of the film. The layout features the main characters in the center, surrounded by the forest and other characters. There is no promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/4B7liCxNCZIZGONmAMkCnxVlZQV.jpg,"""The image is a movie poster for the film """"Last Man Down"""". The main design elements include a man with a gun, a forest background, and the title of the film prominently displayed in red and black text. The colors used in the poster are predominantly black, white, and shades of gray, with the red text standing out. The layout of the poster features the man in the center, with the forest and the title text arranged around him. There is no additional text or promotional elements in the image."""
https://image.tmdb.org/t/p/original/daeVrgyj0ue8qb3AHyU3UeCwoZz.jpg,"""The image is a movie poster for the film """"American Siege"""". The main design elements include two men, one holding a gun, and an American flag in the background. The layout of the poster features the title of the film at the bottom, with the two men positioned in the center. There is no promotional text or filler text visible in the image."""
https://image.tmdb.org/t/p/original/uQt2dJFMnJmAp9zLAWNfGilK0BW.jpg,"""The image is a movie poster for the film """"The 355"""". The main design elements include a group of five women standing together, with the title of the film prominently displayed in the center. The colors used in the poster are predominantly black and white, with some accents of red, blue, and yellow. The layout of the poster features the title at the center, flanked by the women on either side. There is no visible text within the image that is promotional or filler text."""
https://image.tmdb.org/t/p/original/ko1JVbGj4bT8IhCWqjBQ6ZtF2t.jpg,"""The image features a man and a woman walking together, with a large poster of a couple in the background. The poster has a black and white color scheme and includes the text """"Marry Me"""" at the bottom. There is also text on the poster that reads """"KAT & BASTIAN"""" and """"LIVE IN CONCERT"""". The overall layout of the image suggests a promotional or advertisement context, with the poster serving as a backdrop for the couple walking."""
https://image.tmdb.org/t/p/original/kvhrltQIRp1u84ao9uj52YPaWNY.jpg,"""The image features a large, menacing-looking creature with sharp teeth and claws, possibly a werewolf or a wolf-like creature. The creature is set against a dark background, which gives it a sense of being in the shadows. The creature's mouth is open, and it appears to be growling or roaring. The text """"The HUNTING"""" is prominently displayed in a large, red font in the center of the image."""
https://image.tmdb.org/t/p/original/yfz3IUoYYSY32tkb97HlUBGFsnh.jpg,"""The image is a poster for the movie """"West Side Story"""". The main design elements include a man and a woman standing on a balcony, with clothes hanging on a clothesline in the background. The colors used in the poster are mostly black and white, with some accents of red and green. The layout of the poster features the title of the movie at the bottom and the main characters in the center, with the clothesline and the balcony in the background. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/k0ThmZQl5nHe4JefC2bXjqtgYp0.jpg,"""The image is a poster for the anime series """"The Seven Deadly Sins: Cursed by Light"""". The poster features a group of characters from the show, including a fairy, a dragon, and several other fantastical creatures. The colors used in the poster are predominantly red, black, and white, with some accents of blue and green. The layout of the poster is centered, with the title of the show prominently displayed at the bottom. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/3OXiTjU30gWtqxmx4BU9RVp2OTv.jpg,"""The image is a movie poster for the film """"One Shot,"""" which features a man holding a gun, a woman holding a gun, and a man holding a rifle. The background of the poster is dark and has a dramatic effect, with a helicopter flying in the background. The title of the film, """"One Shot,"""" is prominently displayed in large, bold letters at the top of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/AmJLuHjxPdIJO6vmymeWADG6jK5.jpg,"""The image is a movie poster for the film """"Chernobyl 1986"""". The main design elements include a dramatic scene of two men embracing amidst a burning environment, with a backdrop of smoke and flames. The layout is centered, with the title of the film prominently displayed at the top. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/7pYYGm1dWZGkbJuhcuaHD6nE6k7.jpg,"""The image is a movie poster for the film """"Desperate Riders,"""" featuring three men on horseback in a snowy setting. The main design elements include the horses, the men, and the snowy background. The layout of the poster is centered, with the title prominently displayed in large red letters at the top. There is no additional text present in the image, aside from the title."""
https://image.tmdb.org/t/p/original/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg,"""The image features two cartoon characters, a baby girl and a baby boy, dressed in business attire. They are standing next to each other, with the baby girl wearing a black suit and the baby boy wearing a black suit and a yellow tie. The background of the image is white, and there is a logo at the bottom that reads """"The Boss Baby Family Business""""."""
https://image.tmdb.org/t/p/original/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,"""The image features a close-up of a cartoon character with a red and orange color scheme. The character has a name tag that reads """"Molly Line,"""" and it appears to be a red and orange furry creature with a surprised expression on its face. The character is wearing a lanyard around its neck. The background of the image is red, which complements the character's color scheme. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg,"""The image features a large, white house situated on a small island in the middle of a body of water. The house has a dome-shaped roof and is surrounded by a moat. The sky above the house is orange, suggesting either sunrise or sunset. The text """"THE HOUSE"""" is prominently displayed in the center of the image."""
https://image.tmdb.org/t/p/original/bv9dy8mnwftdY2j6gG39gCfSFpV.jpg,"""The image features a man in a black jacket holding a gun, standing in front of a dark background with a red and orange glow. The text """"BLACKLIGHT"""" is prominently displayed in the center of the image. There is no additional text or promotional elements in the image."""
https://image.tmdb.org/t/p/original/7M0uwPgwvPONdFG0jk8TPK09xJU.jpg,"""The image is a movie poster for the animated film """"Ron's Gone Wrong"""". The main design elements include a ghost-like character with a red hat, a boy, and a girl. The layout features the title of the movie at the top, with the characters in the middle. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,"""The image is a movie poster for the film """"Free Guy"""". The main design elements include a man in a blue shirt and tie, holding a coffee cup, and surrounded by various vehicles and explosions. The layout of the poster features the title of the movie at the bottom and the main character's face in the center. There is no promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,"""The image features a close-up of a woman's face with curly hair and a black and white color scheme. The word """"Crulla"""" is prominently displayed in red text across the image. There is no additional text or design elements visible in the image."""
https://image.tmdb.org/t/p/original/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,"""The image is a movie poster for """"The Suicide Squad"""" featuring a group of superheroes in action poses, with guns and explosions in the background. The main design elements include the characters, the guns, and the explosions. The layout is dynamic, with the characters positioned in a way that suggests movement and action. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,"""The image is a promotional poster for """"The Simpsons in Plusaversary"""", featuring the main characters Homer Simpson and Goofy. The colors used in the poster are blue, yellow, and purple. The main design elements include the characters sitting on a couch, with a dining table in the background. The layout of the poster is centered, with the characters prominently displayed. There is no text within the image that is promotional or filler text."""
https://image.tmdb.org/t/p/original/4RYZSHM3eaxXAnjbgNiVaqmekL8.jpg,"""The image is a poster for a movie featuring a woman and a child. The poster has a dark background with a white lamp in the center. The text """"Forgive us our trespasses"""" is prominently displayed in the center of the poster."""
https://image.tmdb.org/t/p/original/jTswp6KyDYKtvC52GbHagrZbGvD.jpg,"""The image is a movie poster for the animated film """"Luca"""". The main design elements include three cartoon characters - a boy, a girl, and a mermaid - standing in a body of water. The colors used in the poster are blue, green, and yellow. The layout of the poster features the characters in the center, with the title """"Luca"""" written above them. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,"""The image is a poster for the movie """"Mortal Kombat"""". The main design elements include two faces, one in red and one in blue, with a sword in the center. The colors used are red and blue, and the overall layout is symmetrical. There is no visible text in the image."""
https://image.tmdb.org/t/p/original/rO3nV9d1wzHEWsC7xgwxotjZQpM.jpg,"""The image is a black and white poster featuring a close-up of a woman's face with a forest scene in the background. The text """"MOTHER / ANDROID"""" is prominently displayed in the center of the poster. There is no additional text or design elements that are promotional or filler text. The layout of the poster is simple, with the woman's face at the center and the forest scene in the background."""
https://image.tmdb.org/t/p/original/4IKBzVBPLXu9p5cfEfdJjHdlafV.jpg,"""The image features a poster for a movie called """"Queen of Spades"""". The poster has a dark background with a central image of a woman holding a candle. The woman's reflection is visible in the image, creating a sense of depth and intrigue. The movie title """"Queen of Spades"""" is prominently displayed at the bottom of the poster."""
https://image.tmdb.org/t/p/original/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,"""The image is a movie poster for the film """"After We Fell"""". The main design elements include a close-up of two people's faces, with the focus on their eyes and lips. The colors used in the poster are predominantly warm tones, creating a romantic and intimate atmosphere. The layout of the poster is centered, with the title of the film prominently displayed at the bottom. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,"""The image is a movie poster for the film """"Finch"""". The main design elements include a man in a red and brown suit standing next to a dog, with a robot in the background. The colors used are red, brown, and gray. The layout of the poster features the title """"Finch"""" prominently displayed at the bottom, with the man and dog on the left side and the robot on the right side. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/5P7QwmoYl70tsRZ8e0VnI9RI1MF.jpg,"""The image shows two hands clasped together, with the word """"TWO"""" written in red text in the center."""
https://image.tmdb.org/t/p/original/jUhGHv4YihieVjhU2TmFaBsZ4Xg.jpg,"""The image features a poster for the movie """"Batman"""" with two characters, Batman and the Joker, prominently displayed. The Batman character is wearing his iconic blue and black costume, while the Joker is wearing a blue suit. The city skyline in the background adds to the urban setting of the movie. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/qAZ0pzat24kLdO3o8ejmbLxyOac.jpg,"""The image is a movie poster for the film """"Black Widow"""". The main design elements include a woman in a black outfit holding two guns, surrounded by various characters, and a red background. The layout of the poster features the title """"Black Widow"""" prominently displayed in the center, with the characters and the red background surrounding it. There is no additional text visible in the image."""
https://image.tmdb.org/t/p/original/rMp04rYhy4yfOfjZq5F9R3wkeqo.jpg,"""The image is a poster for the video game """"ERAX"""" featuring a woman reading a book with a purple cover. The poster has a vibrant and colorful design, with the title """"ERAX"""" prominently displayed in large white letters. The background of the poster is filled with various fantastical creatures and elements, creating a visually striking and imaginative scene. The overall layout of the poster is balanced and engaging, with the woman reading the book as the central focus."""
https://image.tmdb.org/t/p/original/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,"""The image is a poster for the video game """"Deathstroke: Knights & Dragons: The Movie"""". The poster features a man in a fighting stance, holding two swords, with a dramatic background of rain and fire. The colors used in the poster are predominantly black, red, and orange, creating a striking contrast. The layout of the poster is centered, with the title and the main character prominently displayed. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,"""The image is a movie poster for the film """"The Last Duel"""". The main design elements include a group of people, a sword, and a castle in the background. The colors used in the poster are predominantly dark and muted, with some lighter shades. The layout of the poster features the main characters in the center, with the sword and castle in the background. There is no visible text on the poster, but the title """"The Last Duel"""" is prominently displayed at the bottom."""
https://image.tmdb.org/t/p/original/zAp8FqC4pLfqcsEfuHwQflCWsA5.jpg,"""The image is a movie poster for the film """"The Pirates: The Lost Royal Treasure"""". The main design elements include a group of people, a ship, and waves. The layout of the poster features the title of the movie at the bottom, with the characters and the ship in the middle. There is no promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/vHla3Ej2m53rNmvmYkzvennLrKn.jpg,"""The image is a poster for the movie """"House of Gucci"""". It features five people standing in a line, each dressed in formal attire. The colors of the poster are gold and black. The main design elements include the title of the movie, the names of the main characters, and the colors of their outfits. The layout of the poster is vertical, with the title at the bottom and the characters' names and outfits on the sides. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,"""The image features a movie poster for the film """"Godzilla vs. Kong"""". The main design elements include a large, towering Godzilla-like creature in the background, a red and orange sky, and a body of water. The layout of the poster is centered, with the title """"Godzilla vs. Kong"""" prominently displayed in large, bold letters. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,"""The image is a movie poster for the film """" avatar """" featuring a man and a blue alien. The man is standing to the right of the alien, and the background depicts a blue sky with a sunset. The title """" avatar """" is prominently displayed at the bottom of the poster. There is no additional text or promotional information visible in the image."""
https://image.tmdb.org/t/p/original/iPTZGFmPs7HsXHYxiuxGolihjOH.jpg,"""The image is a movie poster for the film """"Army of Thieves"""". The main design elements include a colorful background with various shapes and patterns, and the title of the film prominently displayed at the bottom. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,"""The image is a movie poster for the film """"The Weekend Away"""". The main design elements include a close-up of a woman's face, a cityscape in the background, and a body of water. The layout of the poster features the title of the film prominently displayed in the center, with the cityscape and water in the background. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/zNXNRLH5wJprUG6B1olaBTNZOjy.jpg,"""The image is a movie poster for the animated film """"Back to the Outback"""". The main design elements include a cartoon koala holding a blue snake, a yellow truck, and various other cartoon animals. The layout features the title of the movie at the bottom and the main characters in the center. There is no promotional text or filler text visible in the image."""
https://image.tmdb.org/t/p/original/xdPdVJGIQjuVhK7SeK5fpjuc1bu.jpg,"""The image is a poster for a football team, featuring a group of young boys in blue and white uniforms posing together on a football field. The main design elements include the football, the players, and the text """"HOME TEAM"""" prominently displayed. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/y94auaBWq1E7sun3ZpvBmQfGUW.jpg,"""The image is a movie poster for the film """"The Fallout"""". The main design elements include two women lying on a couch, with a blue background. The text """"The Fallout"""" is prominently displayed in white letters at the top of the image. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,"""The image is a poster for the animated film """"Rava: The Last Dragon"""". The main design elements include a woman in a red and yellow outfit, a brown hat, and a sword. The layout features the title of the film at the bottom and the woman's name, Rava, in the center. The colors used in the poster are predominantly green and brown, with some blue and orange accents. The poster also includes a description of the film's content, which is a Disney animated film."""
https://image.tmdb.org/t/p/original/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg,"""The image is a movie poster for the film """"Infinite"""". The main design elements include two men facing each other, with a sword-like symbol in the center. The background features a cloudy sky and trees, creating a dramatic and mysterious atmosphere. The text """"INFINITE"""" is prominently displayed at the bottom of the poster."""
https://image.tmdb.org/t/p/original/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,"""The image is a poster for the movie """"WRATH OF MAN"""". The main design elements include a man dressed in a suit and tie, with a serious expression on his face. The colors used are dark and muted, creating a somber atmosphere. The layout of the poster features the title of the movie prominently displayed in large white letters at the bottom, with the man's face and suit details in smaller white letters. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/vQxtoPJVfpHgL7DCg9hQFZKDWJa.jpg,"""The image is a movie poster for the film """"Fortress"""". The main design elements include two men, one with a serious expression and the other with a bald head, both wearing dark clothing. The background is dark and features a cityscape with buildings and a street. The title """"Fortress"""" is prominently displayed in large red letters at the bottom of the poster. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,"""The image features a man in a basketball uniform holding two basketballs, surrounded by various cartoon characters. The background is a vibrant mix of orange and purple colors. The main design elements include the word """"SPACE"""" prominently displayed in large blue letters, with the man in the center holding the basketballs. There is no additional text visible in the image. The layout is simple and straightforward, with the man and the basketballs as the focal points."""
https://image.tmdb.org/t/p/original/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,"""The image is a movie poster for the film """"The Conjuring: The Devil Made Me Do It"""". The poster features a close-up of two people, a man and a woman, with a red light shining on them, creating a sense of unease and tension. The man and woman are looking at each other, their expressions reflecting a sense of fear and apprehension. The movie title is prominently displayed at the bottom of the poster in white text."""
https://image.tmdb.org/t/p/original/8RW2runSEc34IwKN2D1aPcJd2UL.jpg,"""The image is a poster for the movie """"Batman Begins"""". The main design elements include a silhouette of Batman against a dark background with a bat-like shape and a burst of light. The colors used are black, orange, and yellow, creating a dramatic and visually striking effect. The layout is centered, with the title of the movie prominently displayed at the top. There is no visible text other than the movie title, which is written in white capital letters."""
https://image.tmdb.org/t/p/original/1SyTnaY0wte69oKdqxQLvxPT3hs.jpg,"""The image is a movie poster for the animated film """"Ciao Alberto"""". The main design elements include a dining table with two people sitting at it, a cat on the table, and a clock on the wall. The layout of the poster features the title of the movie at the top, with the characters and elements in the center and bottom sections. There is no visible text other than the title and the characters' names."""
https://image.tmdb.org/t/p/original/mzTNGnLG6LTHmrqrY0IADHDuyOJ.jpg,"""The image is a movie poster for the TV show """"GoneMom: The Disappearance of Jennifer Dulos"""". The main design elements include a close-up of a woman's face, a dark background, and a dramatic effect that appears to be smoke or dust. The layout of the poster features the title of the show in large red letters at the top, with the main character's face in the center. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/4msDckyD51Fx3qzVRHtb3lFHo2c.jpg,"""The image is a poster for the movie """"Ripper Untold,"""" featuring a man in a top hat and coat holding a knife, with a horse and carriage in the background. The poster has a dark and mysterious atmosphere, with the title of the movie prominently displayed in large red letters. The phrase """"NO ONE IS SAFE"""" is written in smaller red letters at the bottom of the poster."""
https://image.tmdb.org/t/p/original/a6balsDWCFMHPaPT6rFoBpNjR6z.jpg,"""The image is a movie poster for the film """"Zeros and Ones"""". The main design elements include a close-up of a man's face, a cityscape with buildings and smoke, and three soldiers in the foreground. The layout of the poster features the title text at the top, with the cityscape and soldiers in the middle, and the title text at the bottom. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/uIXF0sQGXOxQhbaEaKOi2VYlIL0.jpg,"""The image is a movie poster for the film """"Snake Eyes: All-Star Edition"""". The poster features a man in a black and red suit holding a sword in his right hand and a helmet in his left hand. The background is red with neon lights, and the title of the movie is prominently displayed in white text. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/xF1uc2pEf34X2G41wvZaF5H0V7C.jpg,"""The image features two men standing in front of a burning building. One man is wearing a plaid shirt, and the other is wearing a suit. The background of the image is black and white, with a red and black color scheme. The text """"SURVIVE THE GAME"""" is prominently displayed in the center of the image. There is no other text visible in the image."""
https://image.tmdb.org/t/p/original/i6TRDlVuuEXMyLSlIkDd8YhBN0r.jpg,"""The image is a movie poster for the animated film """"Riverdance: The Animated Adventure"""". The main design elements include a large brown dragon-like creature with a pair of horns, a young boy and girl sitting on top of the dragon, and a mountain backdrop. The layout features the title of the movie at the top, with the characters in the center, and the mountain in the background. There is no visible text on the poster, aside from the title and the characters' names."""
https://image.tmdb.org/t/p/original/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,"""The image is a movie poster for """"The Addams Family 2"""", featuring a group of animated characters from the film. The characters are wearing colorful outfits and accessories, and they are arranged in a way that showcases their unique personalities. The background color is green, which complements the overall design. There is no visible text on the poster, and the focus is on the characters and their outfits."""
https://image.tmdb.org/t/p/original/7BCTdek5LFHglcgl7shsm7igJAH.jpg,"""The image is a poster for a movie titled """"Dynasty Warriors"""". The main design elements include a man in a warrior costume, holding a sword, and surrounded by clouds and lightning. The colors used are predominantly black, gray, and red. The layout of the poster features the title of the movie at the bottom, with the man in the warrior costume in the center, and the clouds and lightning in the background. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg,"""The image features a poster for the animated series """"Miraculous World"""" with a woman in a red and black polka dot outfit standing on a ledge, overlooking a cityscape. The city skyline is visible in the background, and the sky is filled with clouds. The poster includes the title of the series, the show's name, and the tagline """"New York. United Heroz"""" at the bottom. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/hMIQiwLpBfTfe3ZbRlNx4225Mgg.jpg,"""The image features a woman with braided hair holding a sword. The background is white, and the word """"AMINA"""" is prominently displayed in yellow text. There is no additional text or design elements visible in the image."""
https://image.tmdb.org/t/p/original/4fl6EdtMp6p0RKJgESdFti1J3dC.jpg,"""The image is a movie poster for the film """"Son"""". The poster features a close-up of two women, one of whom is holding a knife. The background is dark, which adds to the ominous atmosphere of the scene. The word """"SON"""" is prominently displayed in large red letters at the bottom of the poster."""
https://image.tmdb.org/t/p/original/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,"""The image is a movie poster for the film """"Wonder Woman: The Movie"""" featuring a woman with long dark hair wearing a red and gold costume. The background is colorful and has a rainbow-like effect. The main design elements include the woman's figure, the text """"WWW8"""", and the title of the movie. The layout of the poster includes the title at the bottom and the woman's image in the center. There is no additional text or promotional elements visible in the image."""
https://image.tmdb.org/t/p/original/c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,"""The image is a movie poster for """"The Amazing Spider-Man 2"""". The main design elements include a superhero character in a red and blue costume, a woman, and various other characters and elements from the movie. The layout features the title of the movie at the top, with the superhero character in the center, and the woman and other characters on either side. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/iu01cvxs3eLQzra3YNF1pbpXIZa.jpg,"""The image features a female character dressed as the Catwoman, standing in a fighting stance with her arms raised. The background is a dark green color, and there is a brick wall behind her. The text """"CATWOMAN: HUNTED"""" is prominently displayed above the character. There is no additional text or promotional material visible in the image."""
https://image.tmdb.org/t/p/original/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg,"""The image is a poster for the video game """"Hacksaw Ridge"""". The main design elements include two soldiers, one carrying a backpack, and the game title displayed prominently in the center. The colors used are predominantly green and gray, with the exception of the backpack, which is brown. The layout of the poster features the soldiers and the game title in the center, with the backpack on the right side. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,"""The image is a movie poster for the film """"The Avengers"""". The main design elements include the Avengers logo, various superhero characters, and a cityscape backdrop. The colors used in the poster are predominantly red, blue, and black, with some white accents. The layout of the poster features the title """"The Avengers"""" prominently displayed in the center, with the superhero characters positioned around it. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,"""The image is a movie poster for the film """"Doctor Strange"""". The main design elements include a man in a red cape and a glowing orb, surrounded by a cityscape. The colors used are blue, orange, and yellow, creating a vibrant and eye-catching visual. The layout of the poster features the title """"Doctor Strange"""" prominently displayed at the bottom, with the man in the red cape and the glowing orb in the center. There is no additional text present in the image."""
https://image.tmdb.org/t/p/original/qmJGd5IfURq8iPQ9KF3les47vFS.jpg,"""The image is a poster for the movie """"Halloween Kills"""". The main design elements include a close-up of a man's face with a creepy, demonic appearance, and a fiery background. The poster has a dark and ominous color scheme, with the man's face being the most prominent feature. The layout of the poster is centered, with the title """"Halloween Kills"""" prominently displayed at the bottom. There is no additional text or design elements that are promotional or filler text."""
https://image.tmdb.org/t/p/original/pcqo9D8Bdppt6t9fBliJYPROZkv.jpg,"""The image is a poster for a movie titled """"The Exorcism of God"""". The poster features a dark, ornate doorway with a bright orange light shining through it, creating an ominous atmosphere. The movie title is prominently displayed at the top in white text. The poster also includes a silhouette of a person standing in front of the doorway, adding a sense of mystery and intrigue to the overall design."""
https://image.tmdb.org/t/p/original/u6Pg9eTklhg6Aa7kXaxrfdE1Chi.jpg,"""The image is a movie poster for the film """"The Desperate Hour"""". The main design elements include a close-up of a woman's face, a dark blue hat, and a background featuring a forest and police cars. The layout of the poster is centered, with the title of the film prominently displayed at the top. There is no visible promotional text or filler text in the image."""
https://image.tmdb.org/t/p/original/nO9gTGDNdYnPr9ILKNQmk6EVTVR.jpg,"""The image features a large, colorful depiction of the Earth, with the word """"KNOWING"""" prominently displayed below it. The Earth is surrounded by a fiery, glowing atmosphere, and the word """"KNOWING"""" is written in a bold, white font. The overall design and layout of the image suggest it is a promotional or informational piece, possibly related to science, technology, or environmental awareness."""
